"Tilda UID";Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;"Price Old";Editions;Modifications;"External ID";"Parent UID";"Characteristics:Назначение кожи";"Characteristics:Тип сырья";"Characteristics:Вид кожи";"Characteristics:Минимальный заказ";Characteristics:Цвет;Characteristics:Особенности;Characteristics:Сорт;"Characteristics:Размер шкур";"Characteristics:Толщина (мм)";"Characteristics:Страна производства";"Characteristics:Вид покрытия";"Characteristics:Тип молнии";"Characteristics:Вид соединения";"Characteristics:Цвет тесьмы";"Characteristics:Цвет металла";Characteristics:Длина;"Characteristics:Происхождение сырья";Characteristics:Диаметр;Weight;Length;Width;Height;Unit;Portion;Url
422984755912;;;;;"Marocco Olive - дм2 - Оттенок оливкового";;;;0.53;;;"Единица измерения:дм2;Оттенок цвета:Оттенок оливкового #414d12";;3o14y30hyOkujTTRTKJ2;823643096892;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/823643096892-marocco-olive?editionuid=422984755912
421986272162;;;;"Одежная;Одежная / Винтажная";"Napato Black";;;https://static.tildacdn.com/stor6536-6132-4463-b334-616330326637/97384354.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;E42DfCr8cgAr55F2d4FY;;Одежная;Овчина;;;Черный;Арт-NAPATOBLACK;1;"6-7 фут";0.8-0.9;;;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/421986272162-napato-black
437742948642;;;;;"Napato Black - фут2 - Оттенок черного";;;;5.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок черного #000000";;TmuRM9hefX5rFr3x3XAJ;421986272162;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/421986272162-napato-black?editionuid=437742948642
786438687632;;;;;"Napato Black - дм2 - Оттенок черного";;;;0.53;;;"Единица измерения:дм2;Оттенок цвета:Оттенок черного #000000";;1jcXIeAi9OmAylaCvPb3;421986272162;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/421986272162-napato-black?editionuid=786438687632
710729180752;;;;"Одежная;Одежная / Винтажная";"Marocco Bordo";;;https://static.tildacdn.com/stor3031-6362-4765-b737-323466613834/65888948.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;OMYsPYacOfMgs6A2t7KU;;Одежная;Овчина;;;Бордовый;Арт-MAROCCOBORDO;1;"6-7 фут";0.8-0.9;;;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/710729180752-marocco-bordo
914995289082;;;;;"Marocco Bordo - Оттенок бордового";;;;5.00;;;"Единица измерения:;Оттенок цвета:Оттенок бордового #70081d";;fvcA9m4djVlcBdJ5oEUO;710729180752;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/710729180752-marocco-bordo?editionuid=914995289082
720923083352;;;;;"Marocco Bordo - Оттенок бордового";;;;0.53;;;"Единица измерения:;Оттенок цвета:Оттенок бордового #70081d";;HT79A2yL7ZRAF54XMgbf;710729180752;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/710729180752-marocco-bordo?editionuid=720923083352
266593405722;;;;"Одежная;Одежная / Гладкая";"Andas Black";;;https://static.tildacdn.com/stor6132-6530-4135-b038-653435353563/84606147.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;fitvEpb1jJtBbD6Uo1nF;;Одежная;Овчина;;;Черный;Арт-ANDASBLACK;1;"6-7 фут";0.7-0.8;;;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/266593405722-andas-black
932142604412;;;;;"Andas Black - фут2 - Оттенок черного";;;;5.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок черного #000000";;1AjTi0ZUviUH8I69ycc2;266593405722;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/266593405722-andas-black?editionuid=932142604412
287009314862;;;;;"Andas Black - дм2 - Оттенок черного";;;;0.53;;;"Единица измерения:дм2;Оттенок цвета:Оттенок черного #000000";;siu9OgcCjPoz6T7dUuv2;266593405722;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/266593405722-andas-black?editionuid=287009314862
175006970682;;;;"Одежная;Одежная / Фактурная";"Cosmos Bordo";;;https://static.tildacdn.com/stor3661-3262-4563-a238-323837616632/47132874.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;SVH3TD2ahX9LHdpRNgc0;;Одежная;Овчина;;;Бордовый;Арт-COSMOSBORDO;1;"5-6 фут";0.9-1;;;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/175006970682-cosmos-bordo
141908377772;;;;;"Cosmos Bordo - Оттенок бордового";;;;5.00;;;"Единица измерения:;Оттенок цвета:Оттенок бордового #70081d";;HeZMfCtyaJjuby73Nrsc;175006970682;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/175006970682-cosmos-bordo?editionuid=141908377772
261914928222;;;;;"Cosmos Bordo - Оттенок бордового";;;;0.53;;;"Единица измерения:;Оттенок цвета:Оттенок бордового #70081d";;zvhox6Tiu8hUaHAcUzCs;175006970682;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/175006970682-cosmos-bordo?editionuid=261914928222
762509667352;;;;"Одежная;Одежная / Винтажная";"Savanna Green";;;https://static.tildacdn.com/stor6462-6632-4461-b436-633933636130/48092452.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;cH1Be77V6npAJNm7ShLK;;Одежная;Овчина;;;Зеленый;Арт-SAVANNAGREEN;1;"7-8 фут2";0.9-1;;;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/762509667352-savanna-green
249118744992;;;;;"Savanna Green - фут2 - Оттенок зеленого";;;;5.50;;;"Единица измерения:фут2;Оттенок цвета:Оттенок зеленого #028a34";;OpF2DSpanV8yDkpfjJeu;762509667352;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/762509667352-savanna-green?editionuid=249118744992
425385904932;;;;;"Savanna Green - дм2 - Оттенок зеленого";;;;0.59;;;"Единица измерения:дм2;Оттенок цвета:Оттенок зеленого #028a34";;f8f1jMiSbK3zUucUVjIb;762509667352;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/762509667352-savanna-green?editionuid=425385904932
321157390542;;;;"Одежная;Одежная / Фактурная";"Cosmos Black";;;https://static.tildacdn.com/stor3366-3830-4137-b661-656166616161/38837937.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;XrhXPKseuKE1iH5gf5LG;;Одежная;Овчина;;;Черный;Арт-COSMOSBLACK;1;"5-6 фут";0.9-1;;;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/321157390542-cosmos-black
456276052172;;;;;"Cosmos Black - фут2 - Оттенок черного";;;;5.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок черного #000000";;uXKjTOLzcJ2ObEeiYAdu;321157390542;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/321157390542-cosmos-black?editionuid=456276052172
104617259812;;;;;"Cosmos Black - дм2 - Оттенок черного";;;;0.53;;;"Единица измерения:дм2;Оттенок цвета:Оттенок черного #000000";;893yJJfF6SbJspSbaEGV;321157390542;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/321157390542-cosmos-black?editionuid=104617259812
842871720692;;;;"Одежная;Одежная / Фактурная";"Cosmos Visky";;;https://static.tildacdn.com/stor6339-3662-4531-b530-613263643133/89413062.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;nE3v0Z51gnD9ExU5eH2F;;Одежная;Овчина;;;Коричневый;Арт-COSMOSVISKY;1;"5-6 фут";0.9-1;;;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/842871720692-cosmos-visky
822762026852;;;;;"Cosmos Visky - фут2 - Оттенок коричневого";;;;5.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок коричневого #6e3b12";;pxespp1g7THS3SZm2G6f;842871720692;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/842871720692-cosmos-visky?editionuid=822762026852
644807590372;;;;;"Cosmos Visky - дм2 - Оттенок коричневого";;;;0.53;;;"Единица измерения:дм2;Оттенок цвета:Оттенок коричневого #6e3b12";;bvaPxK6MdMaS7baV2J3R;842871720692;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/842871720692-cosmos-visky?editionuid=644807590372
995642854752;;;;"Одежная;Одежная / Фактурная";"Cosmos Khaki";;;https://static.tildacdn.com/stor3864-6165-4934-b532-376539306233/44373336.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;fcyt3IjTlS1zjr5hJxEk;;Одежная;Овчина;;;Зеленый;Арт-COSMOSKHAKI;1;"5-6 фут";0.9-1;;;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/995642854752-cosmos-khaki
921396462282;;;;;"Cosmos Khaki - фут2 - Оттенок зеленого";;;;5.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок зеленого #028a34";;zF6j1JgsxiCHZjC2nUTe;995642854752;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/995642854752-cosmos-khaki?editionuid=921396462282
162457903232;;;;;"Cosmos Khaki - дм2 - Оттенок зеленого";;;;0.53;;;"Единица измерения:дм2;Оттенок цвета:Оттенок зеленого #028a34";;7UZ9map2hrNOs8mcF8Nm;995642854752;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/995642854752-cosmos-khaki?editionuid=162457903232
540828553512;;;;"Одежная;Одежная / Винтажная";"Eskiltme Bizon Grey";;;https://static.tildacdn.com/stor3332-3437-4263-b162-376366613463/38047030.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;lbfRz1exIz10jS9PrBrY;;Одежная;Овчина;;;Серый;Арт-BIZONGREY;1;"6-7 фут";0.8-0.9;;;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/540828553512-eskiltme-bizon-grey
915061081912;;;;;"Eskiltme Bizon Grey - Оттенок серого";;;;5.00;;;"Единица измерения:;Оттенок цвета:Оттенок серого #9e9898";;rL8IjxbS2RKZ7AEl3v8j;540828553512;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/540828553512-eskiltme-bizon-grey?editionuid=915061081912
246551825212;;;;;"Eskiltme Bizon Grey - Оттенок серого";;;;0.53;;;"Единица измерения:;Оттенок цвета:Оттенок серого #9e9898";;Y47GsFOFu0F2mkCVdPKn;540828553512;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/540828553512-eskiltme-bizon-grey?editionuid=246551825212
273245058932;;;;"Одежная;Одежная / Фактурная";"Jaws Brown";;;https://static.tildacdn.com/stor3433-3039-4330-b530-663763653833/14486278.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;6kegl5yP9gZl00phHrU4;;Одежная;Овчина;;;Коричневый;Арт-JAWSBROWN;1;"5-6 фут";0.9-1;;;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/273245058932-jaws-brown
485285230452;;;;;"Jaws Brown - фут2 - Оттенок коричневого";;;;5.50;;;"Единица измерения:фут2;Оттенок цвета:Оттенок коричневого #6e3b12";;9IhD0PcBXmbavsSOudft;273245058932;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/273245058932-jaws-brown?editionuid=485285230452
124320363362;;;;;"Jaws Brown - дм2 - Оттенок коричневого";;;;0.59;;;"Единица измерения:дм2;Оттенок цвета:Оттенок коричневого #6e3b12";;zLPIpHuZyHFpDN9KZMbr;273245058932;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/273245058932-jaws-brown?editionuid=124320363362
251904725252;;;;"Одежная;Одежная / Винтажная";"Napato Brown";;;https://static.tildacdn.com/stor3361-6138-4431-b337-396634366632/12783058.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;ClzcaYyKbvFyBmLvxv3J;;Одежная;Овчина;;;Коричневый;Арт-NAPATOBROWN;1;"6-7 фут";0.8-0.9;;;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/251904725252-napato-brown
194625714602;;;;;"Napato Brown - Оттенок коричневого";;;;5.00;;;"Единица измерения:;Оттенок цвета:Оттенок коричневого #6e3b12";;JvVcRcYr0BDA1bGRu2Sg;251904725252;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/251904725252-napato-brown?editionuid=194625714602
848139808472;;;;;"Napato Brown - Оттенок коричневого";;;;0.53;;;"Единица измерения:;Оттенок цвета:Оттенок коричневого #6e3b12";;CMR5XsEBx7SGR254nOvS;251904725252;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/251904725252-napato-brown?editionuid=848139808472
507312357492;;;;"Одежная;Одежная / Винтажная";"Napato Grey";;;https://static.tildacdn.com/stor6638-3538-4263-b461-366330663833/41950945.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;L5j3BVIXGLSK3kn0SYkl;;Одежная;Овчина;;;Серый;Арт-NAPATOGREY;1;"6-7 фут";0.8-0.9;;;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/507312357492-napato-grey
147639661762;;;;;"Napato Grey - Оттенок серого";;;;5.00;;;"Единица измерения:;Оттенок цвета:Оттенок серого #9e9898";;ZLDXGIZiuKbYJaTEJ57V;507312357492;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/507312357492-napato-grey?editionuid=147639661762
945726940612;;;;;"Napato Grey - Оттенок серого";;;;0.53;;;"Единица измерения:;Оттенок цвета:Оттенок серого #9e9898";;K09EV99ZUYJ5e8GCTyNR;507312357492;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/507312357492-napato-grey?editionuid=945726940612
150636095022;;;;"Одежная;Одежная / Фактурная";"Jaws Black";;;https://static.tildacdn.com/stor6362-3264-4161-a165-663539386261/23959371.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;B7lKZNKNTZY3dIX0DFxh;;Одежная;Овчина;;;Черный;Арт-JAWSBLACK;1;"5-6 фут";0.9-1;;;;;;;;ТУРЦИЯ;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/150636095022-jaws-black
539285344252;;;;;"Jaws Black - фут2 - Оттенок черного";;;;5.50;;;"Единица измерения:фут2;Оттенок цвета:Оттенок черного #000000";;TYkDN6TrFJEhRsegot1u;150636095022;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/150636095022-jaws-black?editionuid=539285344252
590220705792;;;;;"Jaws Black - дм2 - Оттенок черного";;;;0.59;;;"Единица измерения:дм2;Оттенок цвета:Оттенок черного #000000";;vAUm3so5B3Jrbs9IPekh;150636095022;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/150636095022-jaws-black?editionuid=590220705792
705250751442;;;;"Одежная;Одежная / Винтажная";"Split Taba";;;https://static.tildacdn.com/stor6436-3031-4732-a135-636363366364/37220886.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;jH9Cxb6ZlxoB6rxBcVLF;;Одежная;Овчина;;;Коричневый;Арт-SPLITTABA;1;"6-7 фут";0.8-0.9;;;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/705250751442-split-taba
143625221372;;;;;"Split Taba - фут2 - Оттенок коричневого";;;;5.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок коричневого #6e3b12";;CUbCxpKxLFFAlXfuAArM;705250751442;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/705250751442-split-taba?editionuid=143625221372
450628907572;;;;;"Split Taba - дм2 - Оттенок коричневого";;;;0.53;;;"Единица измерения:дм2;Оттенок цвета:Оттенок коричневого #6e3b12";;SeGMfZMp37HSdJPGmBR8;705250751442;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/705250751442-split-taba?editionuid=450628907572
970001480482;;;;"Одежная;Одежная / Винтажная";"Split Black";;;https://static.tildacdn.com/stor6239-3465-4035-b834-306663343362/17160348.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;l4EfThTe0KTO6plhfNoF;;Одежная;Овчина;;;Черный;Арт-SPLITBLACK;1;"6-7 фут";0.8-0.9;;;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/970001480482-split-black
546836023912;;;;;"Split Black - фут2 - Оттенок черного";;;;5.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок черного #000000";;1c1gTLUs6auO3FceKZHa;970001480482;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/970001480482-split-black?editionuid=546836023912
840145068522;;;;;"Split Black - дм2 - Оттенок черного";;;;0.53;;;"Единица измерения:дм2;Оттенок цвета:Оттенок черного #000000";;PiLHAi8JCV9RmeagEHdU;970001480482;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/970001480482-split-black?editionuid=840145068522
435776925842;;;;"Одежная;Одежная / Гладкая";"Naturel Bordo";;;https://static.tildacdn.com/stor6634-3437-4437-b732-356665306164/59221406.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;P3Y9hHGS58lXgHskODEa;;Одежная;Овчина;;;Бордовый;Арт-NATURELBORDO;1;"5-6 фут2";0.5-0.6;;Наппа;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/435776925842-naturel-bordo
767738210572;;;;;"Naturel Bordo - фут2 - Оттенок бордового";;;;4.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок бордового #70081d";;yjSbCeDB1kB47njB97Tz;435776925842;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/435776925842-naturel-bordo?editionuid=767738210572
882953258502;;;;;"Naturel Bordo - дм2 - Оттенок бордового";;;;0.43;;;"Единица измерения:дм2;Оттенок цвета:Оттенок бордового #70081d";;RUeA2Yo2t5reBR8Hctd8;435776925842;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/435776925842-naturel-bordo?editionuid=882953258502
280430116192;;;;"Одежная;Одежная / Винтажная";"Zberba Burgundy";;;https://static.tildacdn.com/stor6237-3761-4337-a561-363865613937/83806860.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;2MJo6EVHlE5kSvo1Sx3C;;Одежная;Овчина;;;Бордовый;Арт-ZBERBABURGUNDY;1;"6-7 фут";0.8-0.9;;;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/280430116192-zberba-burgundy
871353895962;;;;;"Zberba Burgundy - Оттенок бордового";;;;5.00;;;"Единица измерения:;Оттенок цвета:Оттенок бордового #70081d";;cSag092k8CvAfo8NO3tl;280430116192;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/280430116192-zberba-burgundy?editionuid=871353895962
382276140022;;;;;"Zberba Burgundy - Оттенок бордового";;;;0.53;;;"Единица измерения:;Оттенок цвета:Оттенок бордового #70081d";;3oDBG9A9LRScIfr4cRsD;280430116192;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/280430116192-zberba-burgundy?editionuid=382276140022
141464265472;;;;"Одежная;Одежная / Винтажная";"Zberba black";;;https://static.tildacdn.com/stor3666-3238-4363-a164-333433326463/94413543.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;PO8MzNXlCKESo9AVKLe7;;Одежная;Овчина;;;Черный;Арт-ZBERBABLACK;1;"6-7 фут";0.8-0.9;;;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/141464265472-zberba-black
109894667712;;;;;"Zberba black - Оттенок черного";;;;5.00;;;"Единица измерения:;Оттенок цвета:Оттенок черного #000000";;SH0RZvIDMJVRSUTH9Oeh;141464265472;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/141464265472-zberba-black?editionuid=109894667712
744088300332;;;;;"Zberba black - Оттенок черного";;;;0.53;;;"Единица измерения:;Оттенок цвета:Оттенок черного #000000";;j7tCm8DfKsxicX5rh4RT;141464265472;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/141464265472-zberba-black?editionuid=744088300332
411509786892;;;;"Одежная;Одежная / Фактурная";"Cosmos Brown";;;https://static.tildacdn.com/stor3366-3134-4164-b239-356339623332/61304969.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;f5CrI7O23LIuRa33yxA5;;Одежная;Овчина;;;Коричневый;Арт-COSMOBROWN;1;"5-6 фут";0.9-1;;;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/411509786892-cosmos-brown
299133248442;;;;;"Cosmos Brown - фут2 - Оттенок коричневого";;;;5.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок коричневого #6e3b12";;tb4XBSHycUKrjSNOjCJo;411509786892;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/411509786892-cosmos-brown?editionuid=299133248442
768962926622;;;;;"Cosmos Brown - дм2 - Оттенок коричневого";;;;0.53;;;"Единица измерения:дм2;Оттенок цвета:Оттенок коричневого #6e3b12";;I7JnlVJARSR21hyou46V;411509786892;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/411509786892-cosmos-brown?editionuid=768962926622
739057730962;;;;"Одежная;Одежная / Гладкая;Одежная / Винтажная";"Soft White-Black";;;https://static.tildacdn.com/stor3063-6434-4037-a232-303038613736/55219799.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;AlaTcAxTTYOGDLiGLvVL;;Одежная;Овчина;;;Черный;Арт-SOFTBLACK;1;"6-7 фут";0.7-0.8;;;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/739057730962-soft-white-black
363555231772;;;;;"Soft White-Black - фут2 - Оттенок черного";;;;5.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок черного #000000";;FIEH0TAfrHGy1LS9jd0I;739057730962;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/739057730962-soft-white-black?editionuid=363555231772
474155139752;;;;;"Soft White-Black - дм2 - Оттенок черного";;;;0.53;;;"Единица измерения:дм2;Оттенок цвета:Оттенок черного #000000";;kjR0UV5l0EPu9ogiNoA6;739057730962;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/739057730962-soft-white-black?editionuid=474155139752
