"Tilda UID";Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;"Price Old";Editions;Modifications;"External ID";"Parent UID";"Characteristics:Назначение кожи";"Characteristics:Тип сырья";"Characteristics:Вид кожи";"Characteristics:Минимальный заказ";Characteristics:Цвет;Characteristics:Особенности;Characteristics:Сорт;"Characteristics:Размер шкур";"Characteristics:Толщина (мм)";"Characteristics:Страна производства";"Characteristics:Вид покрытия";"Characteristics:Тип молнии";"Characteristics:Вид соединения";"Characteristics:Цвет тесьмы";"Characteristics:Цвет металла";Characteristics:Длина;"Characteristics:Происхождение сырья";Characteristics:Диаметр;Weight;Length;Width;Height;Unit;Portion;Url
329323160192;;;;;"Lucas Brown - фут2 - Оттенок коричневого";;;;5.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок коричневого #6e3b12";;PXolEEt3jKVIOCGukABj;681664764022;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/681664764022-lucas-brown?editionuid=329323160192
553741454612;;;;;"Lucas Brown - дм2 - Оттенок коричневого";;;;0.53;;;"Единица измерения:дм2;Оттенок цвета:Оттенок коричневого #6e3b12";;Lr1gsi1NKsp03dHgpzz3;681664764022;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/681664764022-lucas-brown?editionuid=553741454612
382943425552;;;;"Одежная;Одежная / Винтажная";"Miu Vintage";;;https://static.tildacdn.com/stor3862-3565-4739-b364-313164306433/13458056.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;Hyg2X2uyYVvmB42hgfUa;;Одежная;Овчина;;;Чёрный;Арт-MIUVINTAGE;1;"7-8 фут2";0.8-0.9;;;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/382943425552-miu-vintage
594449358702;;;;;"Miu Vintage - фут2 - Оттенок черного";;;;5.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок черного #000000";;bAyukVaybt3rpfB2EKj2;382943425552;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/382943425552-miu-vintage?editionuid=594449358702
385480362932;;;;;"Miu Vintage - дм2 - Оттенок черного";;;;0.53;;;"Единица измерения:дм2;Оттенок цвета:Оттенок черного #000000";;9YcAdy6ZcAGTMx99Zdzn;382943425552;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/382943425552-miu-vintage?editionuid=385480362932
380315501712;;;;"Одежная;Одежная / Фактурная;Одежная / КРС";"КРС Cracklet";;;https://static.tildacdn.com/stor3365-3163-4163-b061-383161396166/81202147.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;Ss6taTeurvGAStnITZEb;;Одежная;КРС;;;Синий;Арт-CRACKLET;1;"30-40 фут";0.9-1;;;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/380315501712-krs-cracklet
352024063762;;;;;"КРС Cracklet - фут2 - Оттенок синего";;;;4.50;;;"Единица измерения:фут2;Оттенок цвета:Оттенок синего #0938f0";;HLvRT7eBK1HfJ523EGfS;380315501712;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/380315501712-krs-cracklet?editionuid=352024063762
134599490442;;;;;"КРС Cracklet - дм2 - Оттенок синего";;;;0.48;;;"Единица измерения:дм2;Оттенок цвета:Оттенок синего #0938f0";;I0bIksINCrJeHyK9oTbu;380315501712;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/380315501712-krs-cracklet?editionuid=134599490442
436814462402;;;;"Одежная;Одежная / Фактурная;Одежная / КРС";"КРС Corea";;;https://static.tildacdn.com/stor6338-3131-4534-a163-393564643336/75452613.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;JNeov1IgFjpMzbnd0o01;;Одежная;КРС;;;Синий;Арт-CRACKLET;1;"30-40 фут";0.9-1;;;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/436814462402-krs-corea
914961600602;;;;;"КРС Corea - фут2 - Оттенок синего";;;;4.50;;;"Единица измерения:фут2;Оттенок цвета:Оттенок синего #0938f0";;y99DPeFhuidlG9tBAhUX;436814462402;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/436814462402-krs-corea?editionuid=914961600602
902287537772;;;;;"КРС Corea - дм2 - Оттенок синего";;;;0.48;;;"Единица измерения:дм2;Оттенок цвета:Оттенок синего #0938f0";;BKJiTIduhx9fJFT6Scdy;436814462402;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/436814462402-krs-corea?editionuid=902287537772
874580943572;;;;"Одежная;Одежная / Фактурная;Одежная / КРС";"КРС Vizon";;;https://static.tildacdn.com/stor6162-6664-4435-b565-643066646466/87773552.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;rMi3FF3S8SLFNr2rYc1z;;Одежная;КРС;;;Коричневый;Арт-VIZON;1;"30-40 фут";0.9-1;;;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/874580943572-krs-vizon
103270031422;;;;;"КРС Vizon - фут2 - Оттенок коричневого";;;;4.50;;;"Единица измерения:фут2;Оттенок цвета:Оттенок коричневого #6e3b12";;C6GKKrSB3mFp01lB5UiF;874580943572;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/874580943572-krs-vizon?editionuid=103270031422
817172321162;;;;;"КРС Vizon - дм2 - Оттенок коричневого";;;;0.48;;;"Единица измерения:дм2;Оттенок цвета:Оттенок коричневого #6e3b12";;ieBT2YxPFIL5S8Mek7uM;874580943572;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/874580943572-krs-vizon?editionuid=817172321162
871322598792;;;;"Одежная;Одежная / Гладкая;Одежная / Фактурная";"Metallica Gold";;;https://static.tildacdn.com/stor6438-6237-4330-a261-646536613532/46229076.jpg;;;;"product_options:[{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;uYkHOH2HcnjRp3RoGJ2i;;Одежная;Овчина;;;Золотистый;;1;"7-8 фут2";0.7-0.8;;Кожа;;;;;;Турция;;0;0;0;0;;0;https://ozelifkoja.ru/odejnayakozha/tproduct/871322598792-metallica-gold
859292549582;;g-1;;;"Metallica Gold - Оттенок золотого - фут2";;;;4.00;;;"Оттенок цвета:Оттенок золотого #000000;Единица измерения:фут2";;dP7FoUeD1IIgShBBjIDY;871322598792;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/871322598792-metallica-gold?editionuid=859292549582
365080662942;;g-2;;;"Metallica Gold - Оттенок золотого - дм2";;;;0.43;;;"Оттенок цвета:Оттенок золотого #000000;Единица измерения:дм2";;4xeu1TlZ7ummXgmlyAPd;871322598792;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/871322598792-metallica-gold?editionuid=365080662942
517203864232;;;;"Одежная / Гладкая;Одежная / Фактурная;Одежная";Metallica;;;https://static.tildacdn.com/stor6262-3364-4062-b436-663834666338/92973572.jpg;;;;"product_options:[{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;jG8crkgxyfCZPfxbAI0V;;Одежная;Овчина;;;Серебристый;;1;"7-8 фут2";0.7-0.8;;Кожа;;;;;;Турция;;0;0;0;0;;0;https://ozelifkoja.ru/odejnayakozha/gladkaya/tproduct/517203864232-metallica
388314488562;;g-1;;;"Metallica - Оттенок серебристого - фут2";;;;4.00;;;"Оттенок цвета:Оттенок серебристого #bdb9b9;Единица измерения:фут2";;BJaiBCjxrybSlaBARTSt;517203864232;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/gladkaya/tproduct/517203864232-metallica?editionuid=388314488562
861228137002;;g-2;;;"Metallica - Оттенок серебристого - фут2";;;;0.43;;;"Оттенок цвета:Оттенок серебристого #bdb9b9;Единица измерения:фут2";;ymE8aNhbnpUEXYpzUHtb;517203864232;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/gladkaya/tproduct/517203864232-metallica?editionuid=861228137002
753120121112;;;;"Одежная;Одежная / Гладкая";"Soft Black";;;https://static.tildacdn.com/stor3063-6434-4037-a232-303038613736/55219799.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;uPNsSHJpNc4HN31Z6pk8;;Одежная;Овчина;;;Черный;Арт-SOFTBLACK;1;"6-7 фут";0.7-0.8;;;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/753120121112-soft-black
646981344362;;;;;"Soft Black - фут2 - Оттенок черного";;;;5.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок черного #000000";;FyDp1jZHzCRkKxXnipdn;753120121112;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/753120121112-soft-black?editionuid=646981344362
793687211922;;;;;"Soft Black - дм2 - Оттенок черного";;;;0.53;;;"Единица измерения:дм2;Оттенок цвета:Оттенок черного #000000";;fnv9JRB2La1CRakBCza3;753120121112;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/753120121112-soft-black?editionuid=793687211922
529952403462;;;;"Одежная;Одежная / Фактурная";"Cosmos Blue";;;https://static.tildacdn.com/stor3266-6365-4861-a438-313630643336/88924749.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;cv1KO8OPZ5bNPHxmE4vN;;Одежная;Овчина;;;Синий;Арт-COSMOSKHAKI;1;"5-6 фут";0.9-1;;;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/529952403462-cosmos-blue
997834460952;;;;;"Cosmos Blue - фут2 - Оттенок синего";;;;5.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок синего #0938f0";;EBvByZlaIJyGIk8lIkkT;529952403462;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/529952403462-cosmos-blue?editionuid=997834460952
574206398022;;;;;"Cosmos Blue - дм2 - Оттенок синего";;;;0.53;;;"Единица измерения:дм2;Оттенок цвета:Оттенок синего #0938f0";;Ix0OOEsO5YzGinrdsmPA;529952403462;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/529952403462-cosmos-blue?editionuid=574206398022
151420435072;;;;"Дубленочный;Новинки;Дубленка/Izlanda";"Дубленочный материал Izlanda Black";;"Тип сырья: Овчина Izlanda";https://static.tildacdn.com/stor3061-6561-4639-b435-626563346637/53527488.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;7LRhiC3XJDcNTmphHTyS;;Одежная;Овчина;Дубленка;;Коричневый;;;"6-7 фут2";;;Кожа;;;;;;Испания;;0;0;0;0;;0;https://ozelifkoja.ru/dublyonka/tproduct/151420435072-dublenochnii-material-izlanda-black
245156641002;;;;;"Дубленочный материал Izlanda Black - дм2 - Оттенок черного";;;;1.40;;;"Единица измерения:дм2;Оттенок цвета:Оттенок черного #000000";;rp3dfySTsR5XLkrB61fO;151420435072;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/151420435072-dublenochnii-material-izlanda-black?editionuid=245156641002
578012231682;;;;;"Дубленочный материал Izlanda Black - фут2 - Оттенок черного";;;;13.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок черного #000000";;s7BB9H0O5G0U89fRenJE;151420435072;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/151420435072-dublenochnii-material-izlanda-black?editionuid=578012231682
290734264872;;;;"Дубленочный;Новинки;Дубленка/Izlanda";"Дубленочный материал Izlanda Dark Brown";;"Тип сырья: Овчина Izlanda";https://static.tildacdn.com/stor3666-3636-4638-b764-656237656265/67412543.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;enYDPvjcv6j9LVt6RTfp;;Одежная;Овчина;Дубленка;;Коричневый;;;"6-7 фут2";;;Кожа;;;;;;Испания;;0;0;0;0;;0;https://ozelifkoja.ru/dublyonka/tproduct/290734264872-dublenochnii-material-izlanda-dark-brown
773744650322;;;;;"Дубленочный материал Izlanda Dark Brown - дм2 - Оттенок коричневого";;;;1.40;;;"Единица измерения:дм2;Оттенок цвета:Оттенок коричневого #6e3b12";;dLSYme3MVZzi9KyXDMrF;290734264872;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/290734264872-dublenochnii-material-izlanda-dark-brown?editionuid=773744650322
967456728452;;;;;"Дубленочный материал Izlanda Dark Brown - фут2 - Оттенок коричневого";;;;13.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок коричневого #6e3b12";;2M63ijEtAzXnXNfxJALB;290734264872;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/290734264872-dublenochnii-material-izlanda-dark-brown?editionuid=967456728452
203566515762;;;;"Дубленочный;Новинки;Дубленка/Izlanda";"Дубленочный материал Izlanda Brown";;"Тип сырья: Овчина Izlanda";https://static.tildacdn.com/stor6133-3163-4339-a437-643962663864/47622070.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;fVyD2Cod8irXRzoUlZsb;;Одежная;Овчина;Дубленка;;Коричневый;;;"6-7 фут2";;;Кожа;;;;;;Испания;;0;0;0;0;;0;https://ozelifkoja.ru/dublyonka/tproduct/203566515762-dublenochnii-material-izlanda-brown
848755108182;;;;;"Дубленочный материал Izlanda Brown - дм2 - Оттенок коричневого";;;;1.40;;;"Единица измерения:дм2;Оттенок цвета:Оттенок коричневого #6e3b12";;DN4n8liSnzKkoK2gh3AX;203566515762;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/203566515762-dublenochnii-material-izlanda-brown?editionuid=848755108182
564408060832;;;;;"Дубленочный материал Izlanda Brown - фут2 - Оттенок коричневого";;;;13.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок коричневого #6e3b12";;zeREyKlAd06YxvlSL8dG;203566515762;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/203566515762-dublenochnii-material-izlanda-brown?editionuid=564408060832
840096502902;;;;"Дубленочный;Новинки;Дубленка/Izlanda";"Дубленочный материал Izlanda Visky";;"Тип сырья: Овчина Izlanda";https://static.tildacdn.com/stor3363-6463-4266-a330-316632633737/90591763.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;bxx2tboAnuyFgoiy9MMJ;;Одежная;Овчина;Дубленка;;Коричневый;;;"6-7 фут2";;;Кожа;;;;;;Испания;;0;0;0;0;;0;https://ozelifkoja.ru/dublyonka/tproduct/840096502902-dublenochnii-material-izlanda-visky
326869930442;;;;;"Дубленочный материал Izlanda Visky - дм2 - Оттенок коричневого";;;;1.40;;;"Единица измерения:дм2;Оттенок цвета:Оттенок коричневого #6e3b12";;XKMgpPXzoGtRzctU3dnZ;840096502902;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/840096502902-dublenochnii-material-izlanda-visky?editionuid=326869930442
802351665772;;;;;"Дубленочный материал Izlanda Visky - фут2 - Оттенок коричневого";;;;13.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок коричневого #6e3b12";;o5F1zMA8ZFCjmTna4aek;840096502902;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/840096502902-dublenochnii-material-izlanda-visky?editionuid=802351665772
638751892172;;;;"Дубленочный;Новинки;Дубленка/Izlanda";"Дубленочный материал Izlanda Grey";;"Тип сырья: Овчина Izlanda";https://static.tildacdn.com/stor6131-3161-4063-b761-616463323633/55465711.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;tC6zDCXeIBdsMb6288YB;;Одежная;Овчина;Дубленка;;Серый;;;"6-7 фут2";;;Кожа;;;;;;Испания;;0;0;0;0;;0;https://ozelifkoja.ru/dublyonka/tproduct/638751892172-dublenochnii-material-izlanda-grey
378146106002;;;;;"Дубленочный материал Izlanda Grey - дм2 - Оттенок серого";;;;1.40;;;"Единица измерения:дм2;Оттенок цвета:Оттенок серого #9e9898";;EVbo8vm9yZ4UCNZe1X5B;638751892172;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/638751892172-dublenochnii-material-izlanda-grey?editionuid=378146106002
221580459182;;;;;"Дубленочный материал Izlanda Grey - фут2 - Оттенок серого";;;;13.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок серого #9e9898";;MsVIzI9JMd2M3FJzCBGC;638751892172;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/638751892172-dublenochnii-material-izlanda-grey?editionuid=221580459182
109872326082;;;;"Дубленочный;Новинки;Дубленка/Izlanda";"Дубленочный материал Izlanda Chestnut";;"Тип сырья: Овчина Izlanda";https://static.tildacdn.com/stor3630-3735-4430-b036-616339393139/58013379.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;osRMI3ylTYkIxuElV6nB;;Одежная;Овчина;Дубленка;;Коричневый;;;"6-7 фут2";;;Кожа;;;;;;Испания;;0;0;0;0;;0;https://ozelifkoja.ru/dublyonka/tproduct/109872326082-dublenochnii-material-izlanda-chestnut
993488475512;;;;;"Дубленочный материал Izlanda Chestnut - дм2 - Оттенок коричневого";;;;1.40;;;"Единица измерения:дм2;Оттенок цвета:Оттенок коричневого #6e3b12";;dN0xaFasUUm7bgM9IjpY;109872326082;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/109872326082-dublenochnii-material-izlanda-chestnut?editionuid=993488475512
170482221262;;;;;"Дубленочный материал Izlanda Chestnut - фут2 - Оттенок коричневого";;;;13.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок коричневого #6e3b12";;hN532xjb7MJvvVv7mskC;109872326082;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/109872326082-dublenochnii-material-izlanda-chestnut?editionuid=170482221262
741149721332;;;;"Дубленочный;Новинки;Дубленка/Izlanda";"Дубленочный материал Izlanda Pudra";;"Тип сырья: Овчина Izlanda";https://static.tildacdn.com/stor6637-3633-4436-a437-336638306131/92012137.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;oHfMpVhX2xLftO6s5vZI;;Одежная;Овчина;Дубленка;;Бежевый;;;"6-7 фут2";;;Кожа;;;;;;Испания;;0;0;0;0;;0;https://ozelifkoja.ru/dublyonka/tproduct/741149721332-dublenochnii-material-izlanda-pudra
350297748172;;;;;"Дубленочный материал Izlanda Pudra - дм2 - Оттенок бежевого";;;;1.40;;;"Единица измерения:дм2;Оттенок цвета:Оттенок бежевого #d4b088";;p16DeSLCOt0APHmpkB7v;741149721332;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/741149721332-dublenochnii-material-izlanda-pudra?editionuid=350297748172
982249019412;;;;;"Дубленочный материал Izlanda Pudra - фут2 - Оттенок бежевого";;;;13.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок бежевого #d4b088";;DF9uBCfscgC9hOPalxtb;741149721332;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/741149721332-dublenochnii-material-izlanda-pudra?editionuid=982249019412
826043821932;;;;"Одежная;Одежная / Гладкая";"Full Vegetale Chestnut";;;https://static.tildacdn.com/stor6663-6232-4561-a362-633165366563/48644372.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;Dt44VYNG0OrE10EZSJTa;;Одежная;Овчина;;;Коричневый;;1;"6-7 фут2";0.9-1;;"Натуральное крошение";;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/826043821932-full-vegetale-chestnut
427786899602;;;;;"Full Vegetale Chestnut - Оттенок коричневого";;;;5.00;;;"Единица измерения:;Оттенок цвета:Оттенок коричневого #6e3b12";;cOK0D2eDxN5N9b4eSog8;826043821932;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/826043821932-full-vegetale-chestnut?editionuid=427786899602
603020378432;;;;;"Full Vegetale Chestnut - Оттенок коричневого";;;;0.53;;;"Единица измерения:;Оттенок цвета:Оттенок коричневого #6e3b12";;FbbcJDe6olAjDk9XacEy;826043821932;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/826043821932-full-vegetale-chestnut?editionuid=603020378432
929713822342;;;;"Одежная;Одежная / Гладкая";"Full Vegetale Dark Brown";;;https://static.tildacdn.com/stor3734-6331-4630-a161-313930343333/19892942.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;z09y0eb06adZrXZSjYKm;;Одежная;Овчина;;;Коричневый;;1;"6-7 фут2";0.9-1;;"Натуральное крошение";;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/929713822342-full-vegetale-dark-brown
912145903882;;;;;"Full Vegetale Dark Brown - Оттенок коричневого";;;;5.00;;;"Единица измерения:;Оттенок цвета:Оттенок коричневого #6e3b12";;55OTel5beNJspy9utMtE;929713822342;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/929713822342-full-vegetale-dark-brown?editionuid=912145903882
805566377792;;;;;"Full Vegetale Dark Brown - Оттенок коричневого";;;;0.53;;;"Единица измерения:;Оттенок цвета:Оттенок коричневого #6e3b12";;hi7aD5obx1P2s7uTUUJd;929713822342;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/929713822342-full-vegetale-dark-brown?editionuid=805566377792
834445446772;;;;"Одежная;Одежная / Гладкая";"Full Vegetale Brown Vintage";;;https://static.tildacdn.com/stor6539-3936-4666-b464-663134663563/94926430.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;8o4pAKDL05mU8ctPzppP;;Одежная;Овчина;;;Коричневый;;1;"6-7 фут2";0.9-1;;"Натуральное крошение";;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/834445446772-full-vegetale-brown-vintage
948818624702;;;;;"Full Vegetale Brown Vintage - Оттенок коричневого";;;;5.00;;;"Единица измерения:;Оттенок цвета:Оттенок коричневого #6e3b12";;VJMNtsr3aMMJckylyKlk;834445446772;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/834445446772-full-vegetale-brown-vintage?editionuid=948818624702
531714047072;;;;;"Full Vegetale Brown Vintage - Оттенок коричневого";;;;0.53;;;"Единица измерения:;Оттенок цвета:Оттенок коричневого #6e3b12";;zrJT0n4SLxIvcXtcPzNe;834445446772;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/834445446772-full-vegetale-brown-vintage?editionuid=531714047072
559967388212;;;;"Одежная;Одежная / Гладкая";"Vegetale Black";;;https://static.tildacdn.com/stor3734-3466-4133-a363-653761373266/60132552.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;nY6fUYtrssfMmO2Yz5YO;;Одежная;Овчина;;;Черный;;1;"9-10 фут";0.5-0.6;;"Натуральное крошение";;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/odejnayakozha/tproduct/559967388212-vegetale-black
600309060222;;;;;"Vegetale Black - Оттенок черного";;;;5.00;;;"Единица измерения:;Оттенок цвета:Оттенок черного #000000";;om53C7EXvAxgO6KHRTzP;559967388212;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/odejnayakozha/tproduct/559967388212-vegetale-black?editionuid=600309060222
